,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,marital_Status,education
553,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,46,2814,369,263,0,2,2
554,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,52,2312,38,37,0,2,5
555,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,42,2448,177,153,0,3,3
556,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,50,2491,279,259,0,4,5
557,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,39,2429,62,62,0,2,4
558,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,43,2673,1230,1206,3,2,5
559,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,52,2248,182,152,0,2,2
560,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,50,2469,49,42,0,2,2
561,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,54,2445,75,67,0,4,5
562,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,64,2514,227,223,0,4,4
563,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,46,2755,215,213,1,2,5
564,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,69,2627,444,345,0,4,2
565,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,53,2411,47,37,0,4,3
566,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,69,2599,143,91,0,2,4
567,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,37,2246,55,53,0,4,2
568,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,49,2231,63,54,0,4,3
569,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,65,2803,1867,1643,3,5,2
570,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,59,2447,611,600,0,2,4
571,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,65,2202,473,443,1,4,2
572,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,61,2472,55,33,0,4,2
573,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,36,2784,81,64,0,3,5
574,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,45,2723,2086,2066,2,2,4
575,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,55,2390,1478,1313,0,3,4
576,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,43,2309,49,33,0,4,2
577,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,48,2450,382,382,0,2,5
578,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,45,2442,69,39,0,4,4
579,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,51,2770,67,54,0,1,2
580,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,51,2412,30,28,0,2,4
581,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,42,2549,63,48,0,2,3
582,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,39,2840,79,75,0,4,2
583,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,59,2652,42,38,0,3,2
584,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,60,2826,819,720,0,4,2
585,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,65,2444,1151,1097,0,3,2
586,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,72,2726,594,545,0,2,5
587,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,54,2678,129,115,0,4,4
588,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,34,2706,213,149,0,3,4
589,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,47,2297,67,63,0,5,2
590,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,64,2634,28,27,0,1,2
591,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,2770,45,34,0,2,1
592,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,55,2212,1193,1171,1,2,2
593,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,51,2473,268,228,0,3,4
594,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,76,2505,266,256,0,5,4
595,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,47,2724,37,22,0,2,1
596,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,53,2403,37,35,0,2,2
597,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,51,2756,882,841,0,3,5
598,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,46,2497,373,349,0,2,2
599,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,35,32,0,3,4
600,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,2627,42,32,0,5,2
601,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,60,2840,326,300,0,2,4
602,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,59,2512,404,389,0,2,5
603,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,49,2509,95,63,0,3,2
604,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,71,2270,939,904,2,5,2
605,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,42,2342,33,31,0,3,3
606,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,65,2550,981,874,1,2,3
607,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,44,2684,36,30,0,2,2
608,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,45,2550,1237,1047,0,3,2
609,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,60,2805,1825,1808,0,4,2
610,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,43,2820,103,95,0,1,5
611,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,43,2717,191,188,0,3,2
612,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,50,2381,1586,1556,0,2,5
613,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,62,2175,963,909,0,4,5
614,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,889,806,0,2,3
615,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,60,2293,93,63,1,3,3
616,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,47,2596,1587,1508,0,3,2
617,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,58,2270,16,15,0,1,2
618,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,68,2549,1375,1212,0,3,2
619,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,58,2696,393,345,0,2,2
620,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,70,2798,1477,1408,0,1,4
621,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,49,2394,1179,1106,1,2,2
622,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,60,2791,1005,846,0,4,2
623,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,72,2206,1348,1322,0,4,5
624,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,61,2705,1307,1282,0,1,5
625,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,56,2577,486,342,1,3,2
626,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,73,2635,2252,2105,2,4,4
627,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,49,2474,235,224,0,2,5
628,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,50,2683,1724,1517,2,4,2
629,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,50,2357,235,216,0,1,4
630,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,43,2196,1092,1042,0,2,4
631,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,62,2445,599,453,0,4,2
632,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,60,2291,2008,1970,1,3,4
633,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,35,2830,48,42,0,4,2
634,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,46,2845,1174,1163,0,2,2
635,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,70,2236,67,58,0,4,5
636,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,65,2854,365,348,0,1,2
637,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,67,2335,165,150,0,4,2
638,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,62,2804,210,185,0,4,3
639,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,73,2461,1095,1024,0,4,5
640,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,54,2410,223,147,1,3,5
641,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,57,2728,597,592,0,4,2
642,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,35,2386,22,16,0,2,2
643,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,45,2345,1064,913,0,5,2
644,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,40,2819,74,63,0,2,1
645,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,64,2703,26,24,0,4,4
646,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,61,2707,60,41,0,2,2
647,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,46,2568,20,17,0,4,5
648,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,33,2436,59,44,0,3,1
649,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,52,2575,34,32,0,2,5
650,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,49,2393,198,180,0,2,3
651,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,56,2494,1048,1038,0,2,5
652,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,58,2392,574,491,0,3,4
653,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,50,2814,1029,888,0,5,2
654,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,40,2354,670,611,0,2,2
655,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,45,2734,990,952,0,3,5
656,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,46,2197,11,10,0,2,2
657,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,57,2766,1241,1205,1,2,5
658,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,41,2337,576,485,0,3,2
659,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,35,2537,172,154,1,2,3
660,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,40,2347,664,658,0,3,5
661,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,57,2413,928,774,0,1,2
662,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,53,2827,2074,1959,0,1,2
663,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,38,2498,467,422,0,4,3
664,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,65,2407,257,216,0,4,2
665,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,53,2351,1146,1092,0,4,2
666,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,44,2638,689,611,0,1,5
667,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,48,2814,2114,2074,0,3,5
668,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,31,2203,1346,1320,2,4,5
669,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,51,2431,1044,977,0,4,5
670,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,60,2792,493,489,1,1,5
671,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,50,2467,957,858,0,3,2
672,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,62,2511,270,190,0,4,4
673,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,68,2398,29,19,0,4,1
674,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,71,2555,121,90,0,5,4
675,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,59,2497,126,120,0,2,4
676,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,25,2254,23,19,0,3,2
677,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,71,2606,57,55,0,3,5
678,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,59,2397,636,607,0,3,2
679,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,60,2240,1004,970,1,4,2
680,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,47,2444,734,700,0,1,2
681,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,42,2268,614,591,0,2,2
682,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,42,2297,1453,1211,1,1,2
683,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,32,2220,1621,1605,3,3,4
684,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,52,2344,187,182,0,1,4
685,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,34,2694,1443,1350,2,2,2
686,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,50,2161,57,39,0,1,5
687,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,69,2604,637,607,0,1,2
688,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,72,2379,948,757,1,4,5
689,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,49,2694,59,41,1,2,4
690,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,34,2511,18,12,0,2,2
691,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,55,2775,903,837,0,3,4
692,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,45,2653,112,70,0,3,2
693,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,67,2570,596,547,0,4,2
694,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,38,2485,233,229,0,4,2
695,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,45,2728,1511,1364,0,2,5
696,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,60,2803,1152,1072,1,1,3
697,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,42,2662,48,43,0,4,2
698,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,50,2614,1185,1011,0,1,2
699,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,62,2251,21,18,0,3,2
700,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,55,2716,965,956,0,2,4
701,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,66,2582,869,714,0,2,2
702,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,36,2196,16,15,0,2,5
703,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,55,2660,1947,1698,0,2,2
704,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,44,2856,71,39,1,2,2
705,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,54,2180,65,61,0,2,2
706,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,65,2377,1380,1332,1,2,2
707,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,44,2314,1027,876,0,1,4
708,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,55,2420,411,385,0,2,4
709,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,29,2599,836,653,1,4,2
710,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,71,2434,11,11,0,1,5
711,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,67,2850,480,437,0,4,5
712,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,42,2541,606,497,0,2,2
713,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,72,2415,284,254,0,1,5
714,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,47,2422,1472,1430,3,1,2
715,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,71,2220,1677,1677,3,2,2
716,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,47,2616,1335,1165,0,2,2
717,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,68,2185,334,313,0,4,4
718,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,31,2627,18,12,0,2,1
719,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,51,2848,1338,1241,0,4,2
720,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,67,2622,1099,1078,0,3,5
721,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,64,2639,97,73,0,4,4
722,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,70,2338,63,53,0,3,5
723,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,42,2491,109,69,0,4,3
724,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,56,2314,902,862,1,2,2
725,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,68,2572,1574,1383,1,4,2
726,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,45,2361,38,31,0,2,3
727,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,25,2271,960,916,0,3,2
728,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,50,2446,28,17,1,3,2
729,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,66,2310,1215,1150,1,2,3
730,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,48,2339,1497,1413,0,4,5
731,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,62,2428,449,445,0,4,5
732,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,45,2345,1064,913,0,5,2
733,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,51,2645,1757,1713,3,2,2
734,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,41,2217,1440,1360,0,4,2
735,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,42,2664,1006,917,0,4,3
736,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,48,2846,1226,1214,0,4,5
737,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,56,2442,1171,1019,0,2,2
738,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,41,2630,92,69,0,2,4
739,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,61,2243,99,83,0,2,5
740,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,39,2428,66,55,0,2,3
741,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,53,2225,564,548,0,3,2
742,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,32,2403,1427,1387,0,2,4
743,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,42,2574,86,52,1,3,5
744,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,68,2197,833,606,0,3,2
745,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,65,2587,242,183,0,2,2
746,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,43,2815,1869,1783,0,2,2
747,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,33,2821,1364,1243,0,4,2
748,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,55,2460,183,122,0,2,3
749,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,64,2558,450,392,0,2,4
750,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,41,2520,758,668,0,2,2
751,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,69,2358,1507,1302,0,2,5
752,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,55,2590,654,542,0,3,2
753,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,48,2601,81,69,0,2,2
754,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,63,2727,137,125,0,4,5
755,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,67,2639,16,16,0,4,2
756,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,55,2462,93,87,0,3,5
757,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,62,2313,1158,1158,0,4,5
758,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,65,2352,43,39,0,3,4
759,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,49,2449,1525,1391,0,3,2
760,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,46,2244,1230,1230,0,3,5
761,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,44,2235,29,24,0,4,2
762,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,50,2208,25,16,0,3,2
763,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,48,2261,24,19,0,2,2
764,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,48,2535,38,35,0,4,2
765,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,34,2767,57,40,0,2,1
